Tweet,Target,Stance
"You may call it pre-gaming, but we call it a ""Pre-Debate Watch Party w/@DrBiden."" #JoeBiden has moved its campaign online but we're still engaging with voters. Use the link to RSVP and join us at 7pm EDT before the #DemocraticDebate!",Joe Biden,FAVOR
"I am not free while any person is unfree, even when their shackles are very different from my own -Audre L. I am with you. I am proud. I love you. I see you. #PRIDE #NationalComingOutDay #JoeBiden",Joe Biden,FAVOR
".@JoeBiden when asked about his legacy: Im not worried about my legacy, Im worried about our country. VP Biden isnt in this race for himself - hes in it for us and to fight for the soul of our nation.",Joe Biden,FAVOR
I honestly have no idea how or why @leodottavio made it so far in @thebkoofs season. I thought she was a pretty good judge of character. Its perplexing. The guy makes me ill just to look at. #BachelorinParadise #byeee #Biden,Joe Biden,NONE
"This #MLKDay post by #Biden is the real deal yall. Very powerful video! Please watch to the end! If ur not inspired to vote after watching, theres no hope for u. Another super awesome video, @JoeBidens campaign is killing it! #MartinLutherKingDay #MLK2020 #MLK",Joe Biden,FAVOR
"I want to thank you for your faith in an idea thats bigger than any one of us and that is, that we can build a better nation when we do this together. @DrBiden in Oskaloosa #IAcaucus #JoeBiden at Smokey Row Coffee Co.",Joe Biden,FAVOR
"You are a true leader Joe, you know what your doing... seems like an eternity since you and President Obama were in office.. we need to fix the damage that has been done...",Joe Biden,FAVOR
"TOMORROW, 06/19, at 1PM ET Florida Juneteenth Celebration Join FAMU for Biden &amp;amp; #Biden supporters from around Florida to celebrate #JUNETEENTH2020 with a showcase of amazing black artists, writers, &amp; singers from across the country! RSVP: #FlaPol",Joe Biden,FAVOR
Biden maintains lead in Nevada: poll | TheHill #,Joe Biden,FAVOR
Biden just said he will pick a woman to be VP and appoint a black woman to the Supreme Court!,Joe Biden,FAVOR
"Dear @JoeBiden, I am guessing they would disagree with you.",Joe Biden,FAVOR
"With millions of calls to make & thousands of volunteer trainings ahead, #Biden needs a strong May Finish. Midmonth fundraising was behind pace. That's ok, but let's make sure it doesn't happen again. 5 Months Left #UNITED.",Joe Biden,FAVOR
It was an honor to draw for @JoeBiden and @TeamJoe at the @TarrantDemParty ballot draw. Lets restore the soul of this nation #joefortexas,Joe Biden,NONE
"Watching @Janglim21 tear up on EOE breaks my damn heart. BUT like a phoenix, he shall rise!! And return to the game stronger than ever! #Survivor #Biden",Joe Biden,FAVOR
"That's why I enjoy #JoeBiden because most of his supporters are genuine &amp; humble. Early on, folks thought because we weren't loud and threatening people on social media somehow meant a lack of enthusiasm which was false. #Joebiden supporters are calm, focused &amp; a positive bunch",Joe Biden,FAVOR
You know what isn't malarkey? The amazing @chubert_ and her ability to decorate a #Biden headquarters office! #IACaucus,Joe Biden,FAVOR
This #WarrenDenocrat/#TeamWarren voter will be #JoeBiden this November. Join me! #uniteordie,Joe Biden,FAVOR
Me RN waiting for the Turn Texas Blue Event tonight @5:15 CDT! @BetoORourke #JoeBiden,Joe Biden,FAVOR
"ICYMI- On Wednesday, Biden took his campaign to another corner of the internet, appearing on Good Luck America,Snapchats daily political show hosted by Peter Hamby. #SoulSquad",Joe Biden,NONE
@Diego_AGarcia was one of my precinct captains in NV! Hes a great part of this team. So glad youre still involved! #Biden,Joe Biden,FAVOR
"@Joe_Gatto assassin's creed odyssey is out soon!! If you get it, would you tell the Gatto fans how cool it is? Love and hugs LLAHF",Joe Biden,NONE
"Happy Birthday to @JTOBrown, one of the funniest, kindest, smartest people, who ALWAYS knows how to make you smile and laugh. #Biden #MustRead PLAYBOOK BIRTHDAY OF THE DAY: Jamal Brown, national press secretary for Joe Bidens campaign @politico",Joe Biden,FAVOR
"Every day that @TomPerez and @DNC refuse to use their full power to #PostponeWisconsin threatens American lives. Hey #Biden and , how do you feel about them welling to let people of #Wisconsin die? @JoeBiden @DrBiden @GovEvers &amp; @DHSWI #StayHomeSaveLives",Joe Biden,NONE
"People want results, not a revolution - @JoeBiden Amen. Couldnt be more proud to support the Vice President. We cant wait years to help people. VP Biden has a plan for NOW. #DemDebate",Joe Biden,FAVOR
".@JoeBiden spent some time this morning to, as he would put it, support the people that brought him to the dance. @fightfor15 @SEIU #UnionStrong #DemocraticDebate #unionsforall",Joe Biden,FAVOR
Also -- @PaigeinTN and @munozka315 are not to be messed with. #Biden,Joe Biden,FAVOR
"All these Senators and Congressmen/women coming out to endorse Biden now... Im happy in a way... in another way I think.... oh great, how bold and honorable of you to endorse someone when there is NOBODY LEFT!!!!",Joe Biden,FAVOR
This will never happen when @JoeBiden is president. Because he's not a reckless thug who advocates violence.,Joe Biden,FAVOR
Its time to rally behind the candidate who will turn out the base of the party and suburbs we won in 2018 and who wont alienate voters. #JoeBiden,Joe Biden,FAVOR
Who is going with me to watch @SamoaJoe take down @WWERomanReigns at the WWE Live Road to WrestleMania on Feb 24th at the Angel of the Winds Arena?,Joe Biden,NONE
"As we all adjust to working virtually, our campaign is going full steam ahead! If you want to join us in our efforts to campaign and organize creatively, stay up to date with everything we are doing at the link below! #Biden",Joe Biden,FAVOR
Had to bring out the panoramic camera lense to try to do this turnout justice! @JoeBiden is in New Castle for a town hall and clearly #Biden is ready to hear what he has to say! #NHPolitics #FITN (*I love my job!!!*),Joe Biden,FAVOR
"@JoeBiden can return our country back to the right path of #honor and #dignity both #domestic and #worldwide . I #support #JoeBiden for #President 2020: @TeamBiden2020, @StudentsBiden , @lister_lester, @TheDemocrats, @LibDems : #Democrats #Campaing2020",Joe Biden,FAVOR
As a volunteer for Joe Biden I find this statement unconscionable. Nobody Ive interacted with would *EVER* put votes before the health and safety of the voters. I think you owe someone (actually a lot of someones) an apology.,Joe Biden,FAVOR
"Standing room only for @JoeBiden in Elko, NV today. Not a single corner of this state is off the table for our campaign #FITW",Joe Biden,FAVOR
Is it possible to have a better day than canvassing the beautiful streets on concord for JOE BIDEN!!! #fitn,Joe Biden,FAVOR
Take your click bait disinfo and shove it! 96% of Dems support #JoeBiden! Do NOT waste our time with Dems in disarray. Not this time!!! #VoteJoe,Joe Biden,FAVOR
I remember when they used to say that about HRC. Didnt like the way she talked or laughed. Now look at what we have to listen to daily! I can listen to Biden speak all day compared to we have now.,Joe Biden,FAVOR
"Im proud to be a part of Joes #SoulSquad, a group of supporters ready to connect with other supporters and organize online and win! Join me here:",Joe Biden,FAVOR
Enjoying my Sunday evening by attending another #JoeBiden virtual event! Thanks to everyone who hopped on tonight's Central Oregon Community Meeting hosted by @MacCallahanME and our amazing volunteer Amy.,Joe Biden,FAVOR
Join me in Bedford on Tuesday for a round-table talk! #JoeBiden wants to hear directly from you about your thoughts and ideas! We love meeting our amazing local voters! #NHPolitics - click the link and RSVP -,Joe Biden,FAVOR
Vetting is NOT the same as selected. I'll wait for something official from the campaign before I lose my shit over the suggestion of a Klobuchar selection. #RidinWithBiden #JoeBiden,Joe Biden,FAVOR
"I haven't seen anything but enthusiasm for Joe Biden from #JoeBiden We're excited there's a kind compassionate candidate running that has so much experience after serving decades in the Senate, foreign relations, and as VP working side by side with an incredible president for 8yrs",Joe Biden,FAVOR
Kind of telling that he's against Americans having their voices heard don't you think? #Biden,Joe Biden,AGAINST
Attention Granite State Seacoast the next POTUS @JoeBiden is coming to Hampton this Sunday at 4pm! Join #Biden and RSVP with the links below,Joe Biden,FAVOR
"Team Joe Exotic or Team Carole Baskin? We this graphic, so we will be ordering it for our own inventory soon! #signgypsies #signgypsiesshrewsbury #tigerking #carolebaskin #joeexotic #tiger #teambaskin",Joe Biden,FAVOR
Excited to have @MichelleWKwan in Nevada with @TeamJoe kicking off our Debate Watch Party. Were ready to cheer on @JoeBiden!! #FITW #NVPolitics,Joe Biden,FAVOR
Biden: Texas is an Important Battleground State for Our Campaign. Lets Help Joe Win Texas and The White House. Texas has 38 electoral votes. Chip in $38 bucks now:,Joe Biden,FAVOR
A @FoxNews poll at that! Can we just skip April-Oct and just jump to November already? # #Biden,Joe Biden,FAVOR
This is how I react when I feel disheartened about things. #BidenForPresident2020 #Biden,Joe Biden,FAVOR
Prominent black women from Atlanta potential contenders for Bidens VP #RidenWithBiden,Joe Biden,FAVOR
Mort told me he would be a precinct captain for @JoeBiden if I gave him the shirt off my back... So now #JoeBiden has: 1 more precinct captain And I have: 1 less shirt,Joe Biden,FAVOR
Back in January @JoeBiden on point - again. Love this!!,Joe Biden,FAVOR
Joe is showing up - this is what leaders do #digitalcoalition,Joe Biden,FAVOR
just jumped out at me might even be smart business well done Lindt! Bastic the Easter bunny. #tigerking #tigerkingmemes #memes #netflix #quarantine #2020 #teamcarole #jokes #funny #easter #bunny #JoeBiden,Joe Biden,NONE
"Big news! Supporters across the country have asked us how they can get involved for @JoeBiden, and today we're excited to announce the new #JoeBiden organizing app! Now you can volunteer and help Get Out The Vote from anywhere!",Joe Biden,FAVOR
One thing that I love about Biden stans is that they are chill and don't act like bullying cultists. #RidinWithBiden,Joe Biden,FAVOR
I'll sure as hell be voting for @JoeBiden in November. Pass it on.,Joe Biden,FAVOR
"We need leaders with humility like Obama/Biden! I cant wait to have Joe take up the reins where President Obama left off! We need caring people who listen & just as Obama said, we need a great team! Joe has a great team! #StrongerTogether",Joe Biden,FAVOR
Thank you for the support of the press. #Biden We are all on the edge of our seats waiting to hear about the new VP.,Joe Biden,FAVOR
#JoeBiden hosted #ClimateTownHall watch parties tonight in East Las Vegas &amp; Henderson to support @JoeBiden and his plan to take action on climate.,Joe Biden,FAVOR
Im planning on watching the #DemDebate as intently as @AlexSeghieri and @Trucking4Joe are watching each other,Joe Biden,FAVOR
Joe is my absolute favorite! He confronts Nicole and tells it like it is! He is the only one that doesn't sugar coat it. #90DayFiance,Joe Biden,FAVOR
I just took action with @theactionnet: Join Organizing Together 2020 Florida. Take action here: ; #JoeBiden @JoeBiden #GoBlue,Joe Biden,FAVOR
"Another ICYMI, @HillaryClinton has endorsed @JoeBiden saying, Ive watched Joe bring people together. ...we need a leader - a president - like Joe Biden. #StillWithHer #BidenTownHall #UnitedForJoe",Joe Biden,FAVOR
BIDEN WINS THE GREAT STATE OF ALASKA ! .. #JoeBiden WILL BE READY ON DAY ONE TO LEAD AND UNITE THE COUNTRY..#JoeBiden #Biden #VoteForJoe @JoeBiden #BlueWave #TeamBiden #VoteForJoe #NovemberElections VOTE FOR JOE BIDEN..,Joe Biden,FAVOR
45 has run the office of the presidency into the ground. Just like his businesses. A total desecration. We must restore honor to the office. #Biden,Joe Biden,FAVOR
Special Annoucement Please help us welcome @joekovacsusa to the #flightscopefamily Were excited and honored to add Joes industry experience and insight to our team! #shotput #athletics #trackandfield #JoeBiden #trackandfield #throwsnation @VELAASAsports,Joe Biden,FAVOR
"Charity stream this Sunday for Mind! #TeamLara vs #JoeBiden in a charity Bake Off! Sunday 25th, 3pm GMT (event links in the replies)",Joe Biden,NONE
"@JoeBiden Congrats on your 1st Presidential debate.. showing that younger generation how a President conducts himself.. keep leading the way, sir. #DemDebate",Joe Biden,FAVOR
COVID-19 is our PUNISHMENT. Maybe we will never be able to go outside safely because it's a NATURAL born KILLER. NO CURE AMERICA #BarackObama #Joebiden #Democrats #Republicans #JoeBiden #Coronavirius @ObamaMalik #Covid_19,Joe Biden,FAVOR
