Tweet,Target,Stance
"#MEDICAREFORALL means not losing healthcare coverage due to job loss, REGARDLESS OF HOW YOU LOSE IT! WAKE UP AMERICA!!! #Hindsightis2020 #Bernie",Bernie Sanders,AGAINST
"You are an abuelita to make any family proud! We're so lucky to have you, Ma'am. Thank you!!! #Bernie",Bernie Sanders,FAVOR
"Well, well, well..... the more you know! This is what Bernie fights against. This is the establishment. #NoMiddleGround",Bernie Sanders,FAVOR
Congress passed Bernie's first signed piece of legislation to create the National Program of Cancer Registries. A Readers Digest article calls the law the cancer weapon America needs most. All 50 states now run registries. /7,Bernie Sanders,NONE
But I will. We mustn't let these weasley types sneak back in. Vote them out. Never let them hold office again. #BernieSanders,Bernie Sanders,FAVOR
Teachers serving in schools in low income communities recently had their applications for loan forgiveness rejected. They took a pay cut and now they have to payback the student loans with interest. We should forgive all student debt. #BernieSanders,Bernie Sanders,FAVOR
"Nobody has the progressive track record that @SenSanders has. So far, everyone else besides Warren has had to be pulled kicking and screaming to the left. That tells me they're in on for the votes, not on principle. Im for a Sanders / Warren ticket.",Bernie Sanders,AGAINST
Yogi is an employee at a car rental company. As we returned our rental he asked us for a Bernie bumper sticker because he STANs for Bernie but has been disenfranchised and cannot vote. We need @BernieSanders to guarantee voting as a constitutional right for ALL.,Bernie Sanders,FAVOR
"For most U.S. workers, real wages (the wage after accounting for inflation) has about the same purchasing power it did 40 years ago. #Bernie #OurRevolution #p2 #pda #1u union #union #ctl #uniteblue #resist #BlueWave2018 #copolitics #coleg #copols",Bernie Sanders,NONE
"It's amazing how many of these naysayers are contented with their crappy health insurance, if they have it, their crappy wages, I they have a job, crappy infrastructure, air quality but are willing to support the status quo...sheeple #Bernie",Bernie Sanders,FAVOR
"We NEED A PRESIDENT that will #BanPrivatePrisons NOT SUPPORT THEM WITH DONATIONS and LEGISLATION LOCKING UP THE ELECTORATE aka the BROWN, BLACK and POOR AMERICANS! #Bernie Will Deliver Our Stolen #AFutureToBelieveIn!",Bernie Sanders,FAVOR
I adore this human being. The Dems look like deer in headlights when asked what they will be running on in Nov. I never doubt Bernie's platform positions. He is still out there talking about big ideas while others hold fundraisers and mingle with the press. Go #BernieSanders Go!,Bernie Sanders,FAVOR
"The system was not rigged? What do you say to @donnabrazile who was part of the DNC that exposed them of literally that. Also, Wikileaks showed us emails of the Hillary rigged campaign. Super-delegates rigged the system as well. Zerlina with another horrible take. #BernieSanders",Bernie Sanders,NONE
Sick people cant earn. People who cant earn cant buy. Wellness is good for the economy. The wellness of strangers makes YOU more comfortable and secure. #MedicareForAll #Bernie,Bernie Sanders,FAVOR
#Bernie can we talk a lot more about #ElectionReform without manipulation the results would be significantly different. It seems an immense issue ! I mean you would be POTUS right now for a start @ninaturner @BernieSanders,Bernie Sanders,NONE
Stop Sanders Democrats Are Agonizing Over His Momentum - The New York Times #FeelTheBern2020,Bernie Sanders,NONE
"Yeah, make all those bastards, that studied so hard for years, work for FREE!!!!... #SocialismIsSlavery #WakeUp #Bernie",Bernie Sanders,NONE
"When you narrow the power in society down to a few people as the Washington establishment has done, you pave the way for a person who would narrow it down to one. #BernieSanders",Bernie Sanders,NONE
"The Republicans #GOP know very well what Nazism really is. GOP is a the party of ""free business"", even with the worst criminals on earth. Coca Cola is one of the biggest GOP donor, not a human rigth champion. When a Republican speaks out about history, I don't listen. #Bernie",Bernie Sanders,FAVOR
Yes we are! Ive signed on and have already started texting for Bernies campaign. I do plan to try and organize a group of folks in my area to start canvassing for him closer to the primaries. I want Bernie to win so bad!,Bernie Sanders,FAVOR
"I dont know who needs to hear this, but our mass movement politics movement is how were gonna win...and the polls dont capture these metrics. Listen to our sis @bern_identity: Dont listen to the polls. #BerniePepTalk #Bernie",Bernie Sanders,FAVOR
"Hindsight isn't always 20/20. There's a lot of #revisionisthistory these days. Some would say in response to the article, ""That's not abt #Obama &amp; he can't control the people who worked for him."" But he allowed Citigroup to handpick his cabinet. This is the result. #BernieSanders",Bernie Sanders,FAVOR
"#BernieSanders BernieSanders: Every kid in this country should be able to get a higher education if they desire one. We must follow the lead of cities like Birmingham and make higher education accessible to all by making public colleges, universities and t",Bernie Sanders,NONE
Im a #Bernie supporter Im not nasty I have no interest in bullying anyone I see the narrative as a form of bigotry Its become an increasingly apparent narrative overused by those who want to smear .@BernieSanders We share our opinions We debunk lies Freely,Bernie Sanders,FAVOR
"I just listened to CSPAN callers after the rally and all the ones from swing States of PA, FL, NC, and NH said their gonna vote for Bernie because 'hes consistent' #BerniesBackRally #BernieInQueens",Bernie Sanders,FAVOR
"Dr. Cornel West: ""#Bernie Sanders is a long distance runner for Justice."" #OurRevolution #JoinUs",Bernie Sanders,FAVOR
CAN YOU HELP OUT WITH THE MILLION DONOR BERNIE BOMBSHELL? -- #Bernie -- I just contributed to Bernie Sanders,Bernie Sanders,FAVOR
"@veirling Leftist, ever disgruntled worker, caregiver to my partner who has MS. #NoMiddleGround #Bernie",Bernie Sanders,AGAINST
1. Bernie Sanders 2. Bernie Sanders 3. Bernie Sanders 4. Bernie Sanders 5. Bernie Sanders The only authentically progressive can get us out of this mess. #OurRevolution,Bernie Sanders,FAVOR
bernie ended his campaign but hes still running!! if u are of age to vote then DO SO n write in Bernie Sanders!! #BernieOnTheBallot #BlackLivesMattter,Bernie Sanders,FAVOR
I understand the 6/hr raise perspective. But I wish people would say more how $1000 at 15/hr is 66 hours. That's massive. At 10/hr it's 100 hours. Holy cow. #BernieSanders #YangGang #Bernie,Bernie Sanders,FAVOR
"Okay, I am changing my answer to the Green New Deal...but then it's really a tie between that and Medicare for All. #GND #M4A #Bernie",Bernie Sanders,FAVOR
"#SundaySocialist Someone Why do you refuse to support Elizabeth #Warren2020 who is a Progressive ? I replied: As Socialist I'm suspicious of people born very right-wing in politics who, in order to be elected, become progressive. The converts are always the worst. #BernieSanders",Bernie Sanders,AGAINST
"People trying to vilify the guy that is trying to stop people from going bankrupt from cancer make no sense. If you're against the guy trying to do things like that, it's time for you to reevaluate. #BernieSanders",Bernie Sanders,FAVOR
"Oh my God! Thank you so much for this Cardi! You are 100% correct! ""Bernie Sanders"" is one of the only politicians we have who has never sold out & has always fought for the people! We are so happy to have an amazing artist like you on our team!",Bernie Sanders,FAVOR
"Why doesn't #Bernie and the other candidates share the contributions? As socialists, shouldn't all of their donations be sent to the DNC and issued out equally among them? #DemDebates",Bernie Sanders,FAVOR
"So glad to hear it! Sincerely hope you will become a volunteer, too! #BernieSanders",Bernie Sanders,FAVOR
Seriously Im only listening to see how bad the bias has become. #CorporationsFearTheBern !! @msnbc #Bernie,Bernie Sanders,FAVOR
"You shouldn't have stepped down. You were a victim of a crime. This is the issue with establishment Democrats, they wont fight for what they believe in. The GOP maybe morally bankrupt, but at least they fight for their causes. #Bernie",Bernie Sanders,FAVOR
"By socialism I assume you're talking about directing our tax dollars to go towards programs that benefit the American people, also known as DEMOCRATIC socialism? If the GOP is trying to demonize it, it means it's bad for their megadonors and good for the people! #BernieSanders",Bernie Sanders,FAVOR
"Many Americans have to go to work no matter the situation because the employer doesn't care about #coronavirus CDC guidance, or the well being of employees. This is at least half of the U.S. labor system. No labor laws exist to protect workers. #CoronavirusOutbreak #Bernie",Bernie Sanders,FAVOR
A Guide to Bad Faith Arguments Against Bernie Sanders. Book mark it! #BernieSanders #Bernie,Bernie Sanders,FAVOR
"I have not watched the #DemocraticDebate yet, it was family night over here &amp; we watched #GameofThrones together instead! Not even sure if I still want to watch it after hearing ""Bernie Sanders"" wasn't given much time to speak! Predictable of course!",Bernie Sanders,FAVOR
"Yeah, shes not a Progressive. She believes in access to affordable HC. Screw her. #BernieSanders",Bernie Sanders,FAVOR
"Losing an election you rigged and stole doesnt show very good leadership skills, @HillaryClinton #NeverAnotherLyingClinton #BernieWouldHaveWon #BernieSanders",Bernie Sanders,AGAINST
"I heard Ralph Nader is voting for socialist alternative party and Working Families party, Independent presidential candidate, #BernieSanders #UsNotMe",Bernie Sanders,FAVOR
"I love Bernie and .@AOC. I also thing Liz will be Bernies VP, given her rising popularity. It is important for us to keep the faith. We Will Win",Bernie Sanders,FAVOR
Bernie Sanders is NOT too liberal. He is just RIGHT! #Dems,Bernie Sanders,AGAINST
"Not true at all. And who had their tax returns on their laptop? That being said, he should release them so ppl like u have one less thing to bitch about. #Bernie",Bernie Sanders,FAVOR
